Location,Exterior_Color,Interior_Color,Drive_Train,MPG,Fuel_Type,Transmission,Engine,Mileage,Status,Year,Brand,Model
columbus-oh,Summit White,Jet Black,All-wheel Drive,18-26,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,"23,854 mi.",Used,2021,Cadillac,CT5 V-Series
columbus-oh,Summit White,Jet Black,Four-wheel Drive,,Diesel,Automatic,6.6L V8 32V DDI OHV Turbo Diesel,"59,475 mi.",Used,2020,Chevrolet,Silverado 2500 LTZ
columbus-oh,Redwood Metallic,–,Four-wheel Drive,15-19,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,"59,201 mi.",Used,2022,GMC,Yukon XL AT4
columbus-oh,Pacific Blue,Jet Black,Rear-wheel Drive,16-23,Gasoline,7-Speed Automatic with Auto-Shift,3.8L V8 32V MPFI DOHC Twin Turbo,"9,345 mi.",Used,2017,McLaren,570GT Base
columbus-oh,Brilliant Black Crystal Pearlcoat,Gray,Front-wheel Drive,17-25,–,Automatic,3.6L V6 24V MPFI DOHC,"202,895 mi.",Used,2019,Dodge,Grand Caravan SXT
columbus-oh,Ruby Red Metallic Tinted Clearcoat,Camel,Four-wheel Drive,,Diesel,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,"42,318 mi.",Used,2017,Ford,F-350 Lariat Super Duty
columbus-oh,Summit White,Ebony w/Ebony Accents,Front-wheel Drive,26-30,Gasoline,Automatic,"ECOTEC 1.2L I-3 gasoline direct injection, DOHC, variable valve","43,142 mi.",Used,2020,Buick,Encore GX Preferred
columbus-oh,Ultra White,Rioja Red,All-wheel Drive,19-26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC,"108,001 mi.",Used,2016,Lexus,RC 300 Base
columbus-oh,White,Black,Rear-wheel Drive,,Diesel,7-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,"104,647 mi.",Used,2019,Mercedes-Benz,Sprinter 4500 170 IN. WB
columbus-oh,Silver,–,Front-wheel Drive,24-32,Gasoline,4-Speed Automatic,2.2L I4 16V MPFI DOHC,"136,342 mi.",Used,2005,Saturn,Ion 1
columbus-oh,Oxford White,Ebony,Rear-wheel Drive,,E85 Flex Fuel,10-Speed Automatic,3.5L V6 24V PDI DOHC Flexible Fuel,"79,608 mi.",Used,2021,Ford,Transit-350
columbus-oh,Oxford White,Dark Palazzo,Rear-wheel Drive,,E85 Flex Fuel,10-Speed Automatic,3.5L V6 24V PDI DOHC Flexible Fuel,"122,090 mi.",Used,2021,Ford,Transit-350 Base
columbus-oh,White,Dark Palazzo Gray,Rear-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC,"72,258 mi.",Used,2020,Ford,Transit-350 XL
columbus-oh,Deep Espresso Brown Metallic,Saddle,All-wheel Drive,23-30,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,"99,671 mi.",Used,2013,Buick,Encore Leather
columbus-oh,Silver,Black,Front-wheel Drive,32-41,Gasoline,Automatic CVT,1.6L I4 16V MPFI DOHC,"4,249 mi.",Used,2023,Kia,Rio LX
columbus-oh,Oxford White,Charcoal Black,Rear-wheel Drive,,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,"276,258 mi.",Used,2019,Ford,Transit-350 Base
columbus-oh,Oxford White,Pewter,Rear-wheel Drive,0-0,Gasoline,Automatic,"3.7L V-6 DOHC, Ti-VCT variable valve control, engine with 275HP","152,818 mi.",Used,2019,Ford,Transit-350 Base
columbus-oh,Firmament Blue Metallic,Okapi Brown,All-wheel Drive,22-29,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Turbo,"75,838 mi.",Used,2019,Audi,A7 3.0T Prestige
columbus-oh,Grigio,–,All-wheel Drive,,Hybrid,8-Speed Automatic with Auto-Shift,4.0L V8 32V GDI DOHC Twin Turbo Hybrid,"1,810 mi.",Ferrari Certified,2023,Ferrari,SF90 Stradale Base
columbus-oh,designo Graphite Metallic,Red / Black,All-wheel Drive,13-15,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"59,556 mi.",Mercedes-Benz Certified,2019,Mercedes-Benz,AMG G 63 Base
columbus-oh,Blue,Charcoal,FWD,,Gasoline,Manual,3.0L V6 12V SOHC,"29,652 mi.",Used,1991,Dodge,Stealth Base
columbus-oh,Race Red,Ck,Rear-wheel Drive,0-0,Gasoline,Automatic,"3.5L V-6 port/direct injection, DOHC, variable valve control, re",399 mi.,Used,2024,Ford,Transit-350 Base
columbus-oh,Black,Black,Four-wheel Drive,0,Gasoline,Automatic 4-Speed,6.0L V8,"116,653 mi.",Used,2006,Hummer,H2 Base
columbus-oh,Brilliant Black,Black,All-wheel Drive,18-28,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,"51,962 mi.",Used,2012,Audi,A7 3.0T Premium Plus quattro
columbus-oh,Gray Metallic,Gray,All-wheel Drive,,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,"22,547 mi.",Used,2022,BMW,X5 M Base
columbus-oh,Red,Black,Four-wheel Drive,17-23,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,"40,270 mi.",Used,2018,Jeep,Wrangler Unlimited Rubicon
columbus-oh,Black,–,Front-wheel Drive,21-32,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,"100,841 mi.",Used,2017,Ford,Fusion SE
columbus-oh,White,Black,All-wheel Drive,15-22,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,"97,094 mi.",Used,2017,GMC,Acadia Limited Limited
columbus-oh,Summit White,Black,Four-wheel Drive,,Diesel,6-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,"101,466 mi.",Used,2019,Chevrolet,Silverado 2500 LT
columbus-oh,Summit White,Black,Four-wheel Drive,,Diesel,10-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,"53,542 mi.",Used,2021,Chevrolet,Silverado 2500 LT
columbus-oh,Glacier White Metallic,Flint Gray,All-wheel Drive,20-30,Gasoline,8-Speed Automatic with Tiptronic,"3L V-6 gasoline direct injection, DOHC, variable valve control,","59,366 mi.",Used,2016,Audi,A7 3.0T Premium Plus
columbus-oh,Gray,Gray,Front-wheel Drive,18-26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,"25,593 mi.",Used,2020,Buick,Enclave Essence
columbus-oh,White,Beige,All-wheel Drive,20-28,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,"51,832 mi.",Used,2020,Nissan,Murano SL
columbus-oh,Silver,Red,Four-wheel Drive,,Gasoline,Automatic,4.6L V8 32V MPFI DOHC,"29,057 mi.",Used,2022,Lexus,GX 460 Base
columbus-oh,Blue,Black,Front-wheel Drive,27-29,Gasoline,6-Speed Automatic,1.0L I3 12V GDI DOHC Turbo,"21,263 mi.",Used,2021,Ford,EcoSport SE
columbus-oh,Summit White,Jet Black,Four-wheel Drive,,Diesel,10-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,"31,921 mi.",Used,2020,Chevrolet,Silverado 2500 LTZ
columbus-oh,Sonic Silver Metallic,Black,All-wheel Drive,24-31,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,"64,757 mi.",Used,2021,Mazda,CX-30 Select
columbus-oh,Autumn Bronze,Beige,Front-wheel Drive,,Gasoline,5-Speed Automatic,2.5L I4 16V MPFI DOHC,"124,983 mi.",Used,2012,Mazda,Mazda6 i Sport
columbus-oh,Polymetal Gray Metallic,Black,All-wheel Drive,0-0,–,Automatic,SKYACTIV® 2.5L 4-Cylinder DOHC 16V,"36,182 mi.",Used,2023,Mazda,CX-50 2.5 S Premium Plus Package
columbus-oh,Brandy Wine Mica,Light Gray,All-wheel Drive,26-24,Hybrid,Automatic CVT,3.3L V6 24V MPFI DOHC Hybrid,"274,006 mi.",Used,2008,Lexus,RX 400h Base (CVT)
columbus-oh,Pure White,Titan Black,Front-wheel Drive,0-0,–,Automatic,1.4L TSI,"67,254 mi.",Used,2020,Volkswagen,Jetta R-Line
columbus-oh,Grigio Silverstone Metallic,Charcoal,Rear-wheel Drive,15-18,Gasoline,7-Speed Automatic with Auto-Shift,3.9L V8 32V GDI DOHC Twin Turbo,293 mi.,Ferrari Certified,2023,Ferrari,F8 Spider Base
columbus-oh,Carbon Black Metallic,Beige,All-wheel Drive,14-19,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,"42,158 mi.",Used,2017,BMW,X5 M Base
columbus-oh,Platinum Gray Metallic,Black / Gray,Front-wheel Drive,29-39,Gasoline,8-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,"69,854 mi.",Used,2021,Volkswagen,Jetta 1.4T R-Line
columbus-oh,Gray,Black,Four-wheel Drive,16-21,Gasoline,5-Speed Automatic,3.6L V6 24V MPFI DOHC,"45,560 mi.",Used,2017,Jeep,Wrangler Unlimited Sport
columbus-oh,Silver Ice Metallic,Jet Black,Front-wheel Drive,26-31,Gasoline,Automatic,"Ecotec 1.4L I-4 DOHC, variable valve control, intercooled turbo,","37,899 mi.",Used,2019,Chevrolet,Trax LT
columbus-oh,Red,Medium Flint,Rear-wheel Drive,13-17,Gasoline,4-Speed Automatic,4.6L V8 16V MPFI SOHC,"173,340 mi.",Used,2013,Ford,E250 Cargo
columbus-oh,Black,Black,All-wheel Drive,14-20,Gasoline,6-Speed Automatic,5.2L V10 40V GDI DOHC,"151,651 mi.",Used,2007,Audi,S8 5.2 quattro
columbus-oh,Burnished Bronze Metallic,Signet,Front-wheel Drive,28-31,Gasoline,Automatic CVT,1.3L I3 12V GDI DOHC Turbo,"37,727 mi.",Used,2021,Buick,Encore GX Essence
columbus-oh,Designo,Classic Red,All-wheel Drive,13-16,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"58,335 mi.",Mercedes-Benz Certified,2021,Mercedes-Benz,AMG G 63 Base
columbus-oh,Alpine White,Mocha,All-wheel Drive,17-25,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,"14,220 mi.",BMW Certified,2023,BMW,M550 i xDrive
columbus-oh,Iron Gray Metallic,Jet Black,Front-wheel Drive,26-31,Gasoline,Automatic,"1.5L I-4 gasoline direct injection, DOHC, VVT variable valve con","45,946 mi.",Used,2022,Chevrolet,Equinox 1LT
columbus-oh,Tornado Red,Titan Black,Front-wheel Drive,29-39,Gasoline,8-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,"4,916 mi.",Used,2021,Volkswagen,Jetta 1.4T S
columbus-oh,Bright White Clearcoat,Diesel Gray / Black,Four-wheel Drive,,Diesel,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,"113,984 mi.",Used,2015,RAM,3500 Big Horn
columbus-oh,Cloudburst Gray,Black,All-wheel Drive,19-26,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,363 mi.,Used,2024,Lexus,IS 350 F Sport
columbus-oh,Cayenne Red Metallic,Graphite,All-wheel Drive,21-28,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,"106,449 mi.",Used,2017,Nissan,Murano S
columbus-oh,Dark Sapphire Blue Metallic,Ebony,All-wheel Drive,15-22,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,"88,658 mi.",Used,2017,GMC,Acadia Limited Limited
columbus-oh,Titanium Gray Metallic,Off Black,Front-wheel Drive,,Gasoline,5-Speed,2.4L I5 20V MPFI DOHC,"206,623 mi.",Used,2010,Volvo,S40 2.4i
columbus-oh,Magnetic Metallic,Charcoal Black,Front-wheel Drive,17-24,E85 Flex Fuel,6-Speed Automatic,3.5L V6 24V MPFI DOHC Flexible Fuel,"170,791 mi.",Used,2015,Ford,Explorer Limited
columbus-oh,White Diamond Tri-Coat,Titanium,Front-wheel Drive,,Gasoline,4-Speed Automatic,4.6L V8 32V MPFI DOHC,"89,747 mi.",Used,2010,Cadillac,DTS Base
columbus-oh,Dark Graphite Metallic,Black,All-wheel Drive,18-25,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,"40,753 mi.",Used,2019,BMW,M550 i xDrive
columbus-oh,White,–,All-wheel Drive,NULL,,1-Speed Automatic,Electric,"16,428 mi.",Used,2022,Lucid,Air Grand Touring
columbus-oh,Delmonico Red Pearlcoat,Black,Four-wheel Drive,,Gasoline,6-Speed Automatic,6.4L V8 16V MPFI OHV,"60,377 mi.",Used,2018,RAM,2500 Laramie
columbus-oh,Shadow Black,Charcoal Black,Front-wheel Drive,24-34,E85 Flex Fuel,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Flexible Fuel,"76,997 mi.",Used,2018,Ford,Focus SEL
columbus-oh,Quicksilver Metallic,Dark Galvanized,Front-wheel Drive,,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,"49,644 mi.",Used,2022,Buick,Enclave Essence
columbus-oh,White,Red,All-wheel Drive,19-26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC,"45,818 mi.",Used,2016,Lexus,RC 300 Base
columbus-oh,Gray,Black,All-wheel Drive,16-23,Gasoline,A,3.5L 365.0hp,"198,000 mi.",Used,2014,Lincoln,MKT EcoBoost
columbus-oh,Brilliant Black Crystal Pearlcoat,Black,Four-wheel Drive,14-18,E85 Flex Fuel,5-Speed Automatic,4.7L V8 16V MPFI SOHC Flexible Fuel,"166,598 mi.",Used,2008,Dodge,Dakota TRX
columbus-oh,–,–,All-wheel Drive,20-29,Gasoline,Automatic,"3L I-6 gasoline direct injection, DOHC, variable valve control,","85,505 mi.",Used,2016,BMW,535 xDrive
columbus-oh,Brown,Dark Earth Gray,Front-wheel Drive,,Hybrid,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,"20,458 mi.",Used,2021,Ford,Escape PHEV SE
columbus-oh,Sterling Gray,Charcoal Black,All-wheel Drive,17-25,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,"124,806 mi.",Used,2011,Lincoln,MKS EcoBoost
columbus-oh,Florett Silver Metallic,Black,All-wheel Drive,15-23,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"12,403 mi.",Used,2023,Audi,S8 4.0T quattro
columbus-oh,Carbon Black Metallic,Black,All-wheel Drive,18-25,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,"34,807 mi.",Used,2019,BMW,M550 i xDrive
columbus-oh,Black Obsidian,Graphite,All-wheel Drive,19-27,Gasoline,7-Speed Automatic,2.5L V6 24V MPFI DOHC,"101,574 mi.",Used,2012,INFINITI,G25x Base
columbus-oh,Silver Birch Clearcoat Metallic,Camel,Rear-wheel Drive,14-20,Gasoline,5-Speed Automatic,4.0L V6 12V MPFI SOHC,"108,917 mi.",Used,2008,Ford,Explorer Sport Trac XLT
columbus-oh,Clear White,Black,Front-wheel Drive,29-40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,"53,006 mi.",Used,2021,Kia,Forte LXS
columbus-oh,Inferno Red Crystal Pearlcoat,Dark Slate / Medium Greystone,Front-wheel Drive,23-27,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,"112,288 mi.",Used,2010,Dodge,Caliber Mainstreet
columbus-oh,–,–,Four-wheel Drive,21-27,Gasoline,8-Speed Automatic,"Ingenium 2L I-4 gasoline direct injection, DOHC, variable valve","34,655 mi.",Used,2020,Land,Rover Range Rover Velar P250 S
columbus-oh,Black,Jet Black,Four-wheel Drive,0-0,Diesel,Automatic,"Duramax 6.6L V-8 diesel direct injection, intercooled turbo, die","17,701 mi.",Used,2023,Chevrolet,Silverado 2500 Custom
columbus-oh,Sterling Gray Metallic,Jet Black/Graystone,Four-wheel Drive,0-0,Diesel,Automatic,"Duramax 6.6L V-8 diesel direct injection, intercooled turbo, die","6,037 mi.",Used,2024,Chevrolet,Silverado 2500 ZR2
columbus-oh,Phytonic Blue Metallic,Oyster,All-wheel Drive,22-29,Gasoline,8-Speed Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,","70,350 mi.",Used,2018,BMW,X3 xDrive30i
columbus-oh,Black,Ebony,All-wheel Drive,20-25,Gasoline,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,"6,290 mi.",Used,2021,Lincoln,Nautilus Reserve
columbus-oh,Black Sapphire Metallic,Black,All-wheel Drive,15-24,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,"48,480 mi.",Used,2016,BMW,ALPINA B6 Gran Coupe Base
columbus-oh,Platinum White Pearl,Black,Front-wheel Drive,51-45,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,"32,889 mi.",Used,2020,Honda,Insight Touring
columbus-oh,Snow White Pearl,Stone Beige,Front-wheel Drive,19-26,Gasoline,8-Speed Automatic,3.3L V6 24V GDI DOHC,"68,499 mi.",Used,2020,Kia,Sorento S
columbus-oh,Star White,Baja,Four-wheel Drive,,Diesel,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,"15,193 mi.",Used,2022,Ford,F-350 Lariat Super Duty
columbus-oh,Summit White,Gray,Front-wheel Drive,18-30,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, variable valve control","86,050 mi.",Used,2016,Chevrolet,Impala Limited LS
columbus-oh,Jet Black Mica,Black,Front-wheel Drive,26-35,Gasoline,Automatic,"SKYACTIV-G 2.5L I-4 gasoline direct injection, DOHC, VVT variabl","21,816 mi.",Used,2021,Mazda,Mazda6 Touring
columbus-oh,Red,Black,Four-wheel Drive,20-27,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,"70,403 mi.",Used,2020,Ford,Explorer XLT
columbus-oh,Gray,Black,Four-wheel Drive,16-22,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,"71,533 mi.",Used,2018,Ford,Explorer XLT
columbus-oh,White,Parchment,Front-wheel Drive,18-27,Gasoline,5-Speed Automatic,2.0L I4 16V MPFI DOHC Turbo,"173,668 mi.",Used,2008,Saab,9-3 2.0T
columbus-oh,Silver,Ebony,Front-wheel Drive,18-29,Gasoline,4-Speed Automatic,3.5L V6 12V MPFI OHV,"141,434 mi.",Used,2009,Pontiac,G6 GT
columbus-oh,Black,Black,Rear-wheel Drive,25-29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"27,027 mi.",Used,2020,BMW,X3 sDrive30i
columbus-oh,–,–,Front-wheel Drive,21-29,Gasoline,6-Speed Automatic,2.5L I5 20V MPFI DOHC,"128,531 mi.",Used,2008,Volkswagen,Rabbit S
columbus-oh,White,Beige,Front-wheel Drive,NULL,Gasoline,6-Speed M/T,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,"106,500 mi.",Used,2007,Volkswagen,Eos 2.0T
columbus-oh,Pearl White,Black,All-wheel Drive,21-28,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,"103,673 mi.",Used,2016,Nissan,Murano S
columbus-oh,Bright White Clearcoat,Black,Four-wheel Drive,20-27,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,"60,527 mi.",Used,2018,Jeep,Cherokee Overland
columbus-oh,Starfire Pearl,Black,Four-wheel Drive,15-20,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,"163,272 mi.",Used,2014,Lexus,GX 460 Luxury
columbus-oh,Snow White Pearl,Black,Front-wheel Drive,20-28,Gasoline,8-Speed Automatic,"3.3L V-6 gasoline direct injection, DOHC, D-CVVT variable valve","34,516 mi.",Kia Certified,2020,Kia,Cadenza Technology
columbus-oh,Shadow Gray Metallic,Gideon,Four-wheel Drive,,Gasoline,6-Speed Automatic,6.6L V8 16V GDI OHV,"56,128 mi.",Used,2020,Chevrolet,Silverado 2500 LTZ
columbus-oh,Silver,–,All-wheel Drive,19-26,Gasoline,Automatic,"3.5L V-6 port/direct injection, DOHC, VVT-i variable valve contr","118,873 mi.",Used,2015,Lexus,IS 350 Base
columbus-oh,Gun Metallic,Black,Front-wheel Drive,32-40,Gasoline,Automatic CVT,1.6L I4 16V MPFI DOHC,"5,991 mi.",Used,2023,Nissan,Versa S
columbus-oh,Verde Mantis Metallic,Nero Ade,All-wheel Drive,,Gasoline,7-Speed Manual,5.2L 10 Cyl. DOHC,566 mi.,Used,2023,Lamborghini,Huracan Sterrato
columbus-oh,Boulder Gray,Charcoal,All-wheel Drive,25-32,Gasoline,Automatic CVT,2.5L I4 16V GDI DOHC,"39,882 mi.",Used,2021,Nissan,Rogue SL
columbus-oh,Soul Red Crystal,Sand,Front-wheel Drive,23-31,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,"65,493 mi.",Used,2018,Mazda,Mazda6 Grand Touring
columbus-oh,Iridescent Pearl Tricoat,Gideon,Four-wheel Drive,,Gasoline,6-Speed Automatic,6.6L V8 16V GDI OHV,"61,135 mi.",Used,2021,Chevrolet,Silverado 2500 LT
columbus-oh,Gold,Gray,Front-wheel Drive,19-28,Gasoline,A,2.0L 210.0hp,"139,000 mi.",Used,2004,Saab,9-3 2dr Conv Arc
columbus-oh,Monsoon Gray Metallic,Black,All-wheel Drive,20-27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"101,473 mi.",Used,2013,Audi,allroad 2.0T Premium Plus quattro
columbus-oh,Red,Beige,Four-wheel Drive,NULL,Hybrid,A/T,332.0HP 6.0L 8 Cylinder Engine Gas/Electric Hybrid,"132,000 mi.",Used,2008,GMC,Yukon Hybrid Base
columbus-oh,Black,Black,All-wheel Drive,15-21,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,"70,201 mi.",Used,2020,Maserati,Levante S GranSport
columbus-oh,White,Gray,Front-wheel Drive,22-29,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,"52,287 mi.",Used,2019,Kia,Sportage EX
columbus-oh,Gray,Black,Front-wheel Drive,33-41,Gasoline,Automatic CVT,1.6L I4 16V MPFI DOHC,"23,054 mi.",Used,2022,Kia,Rio LX
columbus-oh,Titanium Rush Metallic,Jet Black,Four-wheel Drive,21-23,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,"7,034 mi.",Used,2024,GMC,Sierra 1500 AT4
columbus-oh,Silver,Black,Rear-wheel Drive,NULL,Gasoline,6-Speed M/T,330.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,"75,000 mi.",Used,2007,BMW,Z4 M Coupe
columbus-oh,Bronze Metallic,Cream Beige,Rear-wheel Drive,19-28,Gasoline,6-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"114,601 mi.",Used,2011,BMW,335 i
columbus-oh,Gray,Sepia,Four-wheel Drive,15-20,Gasoline,Automatic,Premium Unleaded V-8 4.6 L/281,"73,094 mi.",Used,2016,Lexus,GX 460 Base
columbus-oh,Mythos Black Metallic,Black,All-wheel Drive,,Gasoline,1-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"19,499 mi.",Used,2022,Audi,S3 2.0T quattro Premium
columbus-oh,Uyuni White,Black/Beige,All-wheel Drive,18-23,Gasoline,Automatic,"3.5L V-6 port/direct injection, DOHC, variable valve control, tw","14,517 mi.",Used,2022,Genesis,GV80 3.5T
columbus-oh,Magnetic,Charcoal Black,All-wheel Drive,18-26,Gasoline,6-Speed Automatic,3.7L V6 24V MPFI DOHC,"129,402 mi.",Used,2015,Lincoln,MKS Base
columbus-oh,White Frost Tricoat,Dark Galvanized,Front-wheel Drive,0-0,–,Automatic,3.6L V6 SIDI VVT,"72,497 mi.",Used,2019,Buick,Enclave Essence
columbus-oh,Arctic Silver Metallic,Black,Rear-wheel Drive,20-28,Gasoline,5-Speed Manual,2.7L H6 24V MPFI DOHC,"64,625 mi.",Used,2000,Porsche,Boxster Base (M5)
columbus-oh,Red,Black,Rear-wheel Drive,20-26,Gasoline,–,2.0L H4 16V GDI DOHC Turbo,"6,299 mi.",Used,2022,Porsche,718 Boxster
columbus-oh,Black Raven,Black,Front-wheel Drive,18-28,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,"85,542 mi.",Used,2017,Cadillac,XTS Luxury
columbus-oh,Black Clearcoat,Medium Parchment,Four-wheel Drive,0-0,Diesel,Automatic,"Powerstroke 6L V-8 diesel direct injection, intercooled turbo, d","186,019 mi.",Used,2004,Ford,Excursion Limited
columbus-oh,–,–,Front-wheel Drive,28-31,Gasoline,Automatic CVT,1.3L I3 12V GDI DOHC Turbo,"24,982 mi.",Used,2021,Buick,Encore GX Select
columbus-oh,Crystal Red Tintcoat,Jet Black/Sport Red,Front-wheel Drive,26-39,Gasoline,Automatic,"Ecotec 1.4L I-4 DOHC, variable valve control, intercooled turbo,","159,109 mi.",Used,2012,Chevrolet,Cruze ECO
columbus-oh,Nebula Gray Pearl,Black,Four-wheel Drive,15-20,Gasoline,6-Speed Automatic with Sequential Shift ECT,4.6L V8 DOHC Dual VVT-i 32V,"93,905 mi.",Used,2015,Lexus,GX 460 460
columbus-oh,Steel Gray,Black,Front-wheel Drive,32-41,Gasoline,Automatic,"Gamma-II 1.6L I-4 DOHC, variable valve control, regular unleaded","10,433 mi.",Used,2023,Kia,Rio S
columbus-oh,GREY,Black,Front-wheel Drive,17-25,Gasoline,Automatic,"Pentastar 3.6L V-6 DOHC, VVT variable valve control, regular unl","109,706 mi.",Used,2018,Dodge,Grand Caravan GT
columbus-oh,Ebony Twilight Metallic,Jet Black,Front-wheel Drive,20-27,Gasoline,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,"105,802 mi.",Used,2017,Buick,Cascada Premium
columbus-oh,Black Onyx,Black,Four-wheel Drive,15-19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,"57,407 mi.",Used,2020,Lexus,GX 460 Base
columbus-oh,Clear White,Black,All-wheel Drive,21-25,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,"102,871 mi.",Used,2017,Kia,Sportage LX
columbus-oh,Black Onyx,Black,Four-wheel Drive,15-18,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,"113,702 mi.",Used,2018,Lexus,GX 460 Luxury
columbus-oh,Starfire Pearl,Rioja Red,Four-wheel Drive,15-19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,"48,400 mi.",Used,2021,Lexus,GX 460 Base
columbus-oh,Clear White,Beige,Front-wheel Drive,27-37,Gasoline,Automatic,"Gamma 1.6L I-4 gasoline direct injection, DOHC, variable valve c","71,963 mi.",Used,2016,Kia,Rio LX
columbus-oh,Clear White,Black,Front-wheel Drive,32-41,Gasoline,Automatic,"Gamma-II 1.6L I-4 DOHC, variable valve control, regular unleaded","23,986 mi.",Used,2023,Kia,Rio S
columbus-oh,Pure White,Gray,All-wheel Drive,21-27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"33,582 mi.",Used,2021,Volkswagen,Tiguan 2.0T SE
columbus-oh,Tungsten Pearl,Black,Four-wheel Drive,0-0,–,Automatic,4.6L V8 DOHC Dual VVT-i 32V,"122,296 mi.",Used,2013,Lexus,GX 460 Base
columbus-oh,–,–,Rear-wheel Drive,21-28,Gasoline,–,2.0L H4 16V GDI DOHC Turbo,"18,203 mi.",Used,2017,Porsche,718 Boxster Base
columbus-oh,designo Diamond White Metallic,Black,All-wheel Drive,16-22,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"72,555 mi.",Used,2019,Mercedes-Benz,AMG GLC 63 Base 4MATIC
