Location,Exterior_Color,Interior_Color,Drive_Train,MPG,Fuel_Type,Transmission,Engine,Mileage,Status,Year,Brand,Model
denver-co,–,–,Four-wheel Drive,22-28,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,"38,553 mi.",Used,2019,Ford,Escape SE
denver-co,Gray,Brown,All-wheel Drive,NULL,Plug-In Hybrid,8-Speed A/T,288.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,"15,900 mi.",Used,2022,BMW,330e xDrive
denver-co,Black,Ebony,All-wheel Drive,12-18,Gasoline,6-Speed Automatic,6.2L V8 16V MPFI OHV,"131,796 mi.",Used,2008,Cadillac,Escalade EXT Base
denver-co,White,Black,Front-wheel Drive,26-37,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,"99,894 mi.",Used,2017,Nissan,Altima 2.5 SR
denver-co,–,Gray,Front-wheel Drive,24-25,Gasoline,Automatic,"2L I-4 DOHC, variable valve control, regular unleaded, engine wi","54,971 mi.",Used,2015,Nissan,NV200 S
denver-co,Starfire Pearl,Black,Rear-wheel Drive,21-30,Gasoline,6-Speed Automatic,2.5L V6 24V GDI DOHC,"79,545 mi.",Used,2011,Lexus,IS 250C Base
denver-co,Silver,Sport,Rear-wheel Drive,22-32,Gasoline,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,"61,715 mi.",Used,2018,Lexus,RC 300 Base
denver-co,Glacier Frost Mica,Black,Rear-wheel Drive,16-23,Gasoline,8-Speed Automatic,5.0L V8 32V PDI DOHC,"69,676 mi.",Used,2008,Lexus,IS-F Base
denver-co,Sandy Ridge Metallic,Jet Black,All-wheel Drive,25-30,Gasoline,6-Speed Automatic Electronic with Overdrive,"1.5L I-4 gasoline direct injection, DOHC, VVT variable valve con","58,189 mi.",Used,2019,Chevrolet,Equinox 1LT
denver-co,Gray,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,"51,902 mi.",Used,2021,Toyota,RAV4 Prime XSE
denver-co,White,Bisque,Front-wheel Drive,40-34,Hybrid,Automatic,"2.4L I-4 DOHC, variable valve control, regular unleaded, engine","130,302 mi.",Used,2007,Toyota,Camry Hybrid Base
denver-co,–,–,Front-wheel Drive,25-28,Gasoline,Manual,"2L I-4 DOHC, regular unleaded, engine with 130HP","250,395 mi.",Used,2002,Mazda,Protege DX
denver-co,Brilliant Silver,Charcoal,All-wheel Drive,25-32,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,"87,159 mi.",Used,2018,Nissan,Rogue SV
denver-co,Mineral Gray,Gray,All-wheel Drive,19-25,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,"121,107 mi.",Used,2016,Hyundai,Santa Fe Sport 2.4L
denver-co,TOO GOOD TO BE BLUE METALLIC,EBONY CLOTH SEATS,All-wheel Drive,20-28,Gasoline,6-Speed Automatic,"EcoBoost 2L I-4 gasoline direct injection, DOHC, variable valve","50,665 mi.",Used,2016,Ford,Edge SE
denver-co,Red,–,Four-wheel Drive,0-0,Gasoline,Automatic,"Vortec 6L V-8 regular unleaded, engine with 325HP","116,808 mi.",Used,2007,Hummer,H2 Base
denver-co,Gray,–,Four-wheel Drive,0-0,Gasoline,Automatic,"Vortec 6L V-8 regular unleaded, engine with 325HP","128,041 mi.",Used,2006,Hummer,H2 Base
denver-co,Symphony Silver,Gray,Front-wheel Drive,28-37,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,"40,356 mi.",Used,2018,Hyundai,Elantra Value Edition
denver-co,Black,Black,Four-wheel Drive,,Diesel,Automatic,6.7L I6 24V DDI OHV Turbo Diesel,"51,840 mi.",Used,2022,RAM,2500 Big Horn
denver-co,White,Black,All-wheel Drive,16-21,E85 Flex Fuel,6-Speed Automatic,3.7L V6 24V MPFI DOHC Flexible Fuel,"87,968 mi.",Used,2018,Ford,Utility Police Interceptor Base
denver-co,White,–,Four-wheel Drive,,Diesel,–,6.7L I6 24V DDI OHV Turbo Diesel,"283,409 mi.",Used,2011,Dodge,Ram 3500 SLT
denver-co,Black,Ebony,Four-wheel Drive,0-0,Gasoline,Automatic,Vortec 6L V-8 engine with 325HP,"138,242 mi.",Used,2006,Hummer,H2 SUT
denver-co,Gray,Gray,Four-wheel Drive,22-28,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,"120,585 mi.",Used,2018,Ford,Escape SE
denver-co,Ultra White,Red,All-wheel Drive,18-27,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,"87,537 mi.",Used,2018,Lexus,LS 500 F Sport
denver-co,Black,Brown,Front-wheel Drive,18-30,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, variable valve control","92,821 mi.",Used,2014,Chevrolet,Impala Limited LTZ
denver-co,Mediterranean Blue Metallic,Black,All-wheel Drive,25-34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"20,116 mi.",Used,2020,BMW,330 i xDrive
denver-co,Granite Crystal Clearcoat Metallic,Ski Gray,Four-wheel Drive,22-30,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,"47,713 mi.",Used,2021,Jeep,Compass Limited
denver-co,Summit White,Jet Black,Four-wheel Drive,,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,"8,595 mi.",Used,2022,Chevrolet,Silverado 1500 Custom Trail Boss
denver-co,White,–,Front-wheel Drive,54-50,Hybrid,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,"15,880 mi.",Used,2017,Toyota,Prius Four
denver-co,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,18-25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,"76,103 mi.",Used,2019,Jeep,Grand Cherokee Limited
denver-co,Snow White Pearl,Black,All-wheel Drive,21-29,Gasoline,8-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,"36,347 mi.",Used,2022,Kia,Stinger GT-Line
denver-co,Tungsten Gray Clearcoat Metallic,Beige,Front-wheel Drive,34-30,Hybrid,Automatic,"2.3L I-4 DOHC, regular unleaded, engine with 133HP","128,549 mi.",Used,2008,Ford,Escape Hybrid Base
denver-co,Sterling Gray Metallic,Jet Black,Four-wheel Drive,,Diesel,10-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,"2,426 mi.",Used,2024,Chevrolet,Silverado 2500 LTZ
denver-co,Ultra White,Black,All-wheel Drive,19-26,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,"24,863 mi.",Used,2021,Lexus,RC 350 F Sport
denver-co,Becketts Black,Black,All-wheel Drive,19-24,Gasoline,8-Speed Automatic with SHIFTRONIC,"Lambda II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia","44,421 mi.",Used,2021,Hyundai,Palisade Limited
denver-co,Shimmering Silver,Black,All-wheel Drive,,Hybrid,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid,738 mi.,Used,2023,Hyundai,Santa Fe Plug-In Hybrid Limited
denver-co,Frozen White,Dark Gray,Front-wheel Drive,21-27,Gasoline,4-Speed Automatic,2.0L I4 16V MPFI DOHC,"22,830 mi.",Used,2013,Ford,Transit Connect XL
denver-co,Mineral White Metallic,Black,All-wheel Drive,22-31,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"36,460 mi.",Used,2021,BMW,M340 i xDrive
denver-co,Silver Frost Metallic,Linen,All-wheel Drive,11-18,E85 Flex Fuel,Automatic,"6L W-12 DOHC, variable valve control, twin turbo, engine with 55","64,702 mi.",Used,2013,Bentley,Continental Flying Spur Base
denver-co,Quicksilver Metallic,Medium Pewter,All-wheel Drive,13-17,E85 Flex Fuel,4-Speed Automatic,5.3L V8 16V MPFI OHV Flexible Fuel,"71,641 mi.",Used,2014,GMC,Savana 1500 Cargo
denver-co,Silver,Gray,All-wheel Drive,NULL,Gasoline,A/T,264.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,"95,500 mi.",Used,2014,Hyundai,Santa Fe Sport 2.0L Turbo
denver-co,Silver,Beige,Four-wheel Drive,,Gasoline,4-Speed Automatic,6.0L V8 16V MPFI OHV,"208,508 mi.",Used,2005,Hummer,H2
denver-co,Gray,Off white,All-wheel Drive,16-25,Gasoline,8-Speed Shiftable Automatic w/Sport Transmission,"4.4L V-8 gasoline direct injection, DOHC, Double VANOS variable","78,434 mi.",Used,2018,BMW,M550 i Xdrive
denver-co,Copper Red Mica,Black,Rear-wheel Drive,22-27,Gasoline,Manual,"2L I-4 DOHC, variable valve control, premium unleaded, engine wi","45,685 mi.",Used,2008,Mazda,MX-5 Miata Sport
denver-co,White Platinum Tri-Coat Metallic,Gray,Four-wheel Drive,22-28,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,"67,786 mi.",Used,2019,Ford,Escape SE
denver-co,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive,21-28,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,"97,689 mi.",Used,2016,Jeep,Cherokee Limited
denver-co,Silver,Black,Front-wheel Drive,23-36,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,"94,551 mi.",Used,2016,Chrysler,200 LX
denver-co,Off white,Brown,Rear-wheel Drive,12-18,Gasoline,Automatic,"4.5L V-8 gasoline direct injection, DOHC, variable valve control","3,567 mi.",Used,2012,Ferrari,458 Spider Base
denver-co,Nautical Blue Metallic,Dark Charcoal,Front-wheel Drive,26-32,Gasoline,4-Speed Automatic,1.8L I4 16V MPFI DOHC,"211,994 mi.",Used,2009,Scion,xD Base (Retail Orders Only) (A4)
denver-co,Ice,Red,All-wheel Drive,,Gasoline,6-Speed Manual,1.6L I3 12V PDI DOHC Turbo,"8,141 mi.",Used,2023,Toyota,GR Corolla Circuit Edition
denver-co,Crystal White Pearl,Black,All-wheel Drive,28-33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,"8,330 mi.",Used,2021,Subaru,Crosstrek Base
denver-co,Crystal White Pearl,Black,All-wheel Drive,28-33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,"22,670 mi.",Used,2023,Subaru,Crosstrek Premium
denver-co,Mosaic Black Metallic,Jet Black,Four-wheel Drive,,Diesel,Automatic,6.6L V8 32V DDI OHV Turbo Diesel,"6,729 mi.",Used,2023,Chevrolet,Silverado 3500 LTZ
denver-co,Rosso Dino,Nero,Rear-wheel Drive,16-23,Gasoline,8-Speed Automatic with Auto-Shift,3.9L V8 32V GDI DOHC Twin Turbo,836 mi.,Ferrari Certified,2023,Ferrari,Portofino M Base
denver-co,Light Windsor Gray Metallic,Arctic White,All-wheel Drive,,Gasoline,8-Speed Automatic,6.7L V12 48V GDI DOHC Twin Turbo,"6,565 mi.",Used,2022,Rolls-Royce,Ghost
denver-co,Florett Silver Metallic,Black,All-wheel Drive,22-29,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,","7,482 mi.",Used,2023,Audi,Q5 Sportback Premium 45 TFSI S line quattro S tronic
denver-co,Gold,–,Four-wheel Drive,,Gasoline,Manual,5.9L V8 16V MPFI OHV,"137,179 mi.",Used,2002,Dodge,Ram 2500 ST
denver-co,White,Black,All-wheel Drive,20-30,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,"83,242 mi.",Used,2014,BMW,335 i xDrive
denver-co,Green,Beige,Rear-wheel Drive,NULL,Gasoline,6-Speed M/T,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,"63,300 mi.",Used,2003,Mazda,MX-5 Miata SE
denver-co,Blue,Black,Rear-wheel Drive,NULL,Gasoline,5-Speed A/T,215.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,"64,500 mi.",Used,2005,Chrysler,Crossfire Limited
denver-co,Ebony Twilight Metallic,Whisper Beige,All-wheel Drive,26-28,Gasoline,9-Speed Automatic,1.3L I3 12V GDI DOHC Turbo,"3,389 mi.",Buick Certified,2024,Buick,Encore GX Avenir
denver-co,Black,–,Front-wheel Drive,27-36,Gasoline,–,1.6L I4 16V GDI DOHC Turbo,"110,633 mi.",Used,2011,MINI,Cooper S Clubman Base
denver-co,Black,Black,Four-wheel Drive,NULL,Gasoline,A/T,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,"288,500 mi.",Used,2006,Toyota,Sequoia Limited
denver-co,Doeskin Tan,Tan,All-wheel Drive,15-16,Gasoline,Automatic,"Vortec 4.3L V-6 regular unleaded, engine with 190HP","113,000 mi.",Used,2003,GMC,Safari SLE
denver-co,Black,Gray,Four-wheel Drive,,Gasoline,5-Speed Manual,4.2L I6 12V 2 BBL OHV,"146,299 mi.",Used,1984,Jeep,CJ-7
denver-co,Spicy Orange,Charcoal,Front-wheel Drive,27-37,Gasoline,Manual,"E-TEC II 1.6L I-4 DOHC, regular unleaded, engine with 103HP","131,319 mi.",Used,2007,Chevrolet,Aveo 5
denver-co,Black Sapphire Metallic,Zandvoort Beige,Rear-wheel Drive,14-20,Gasoline,Automatic,"4.4L V-8 gasoline direct injection, DOHC, Double VANOS variable","56,803 mi.",Used,2013,BMW,M6 Base
denver-co,White,Brown,All-wheel Drive,21-29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"29,961 mi.",Used,2023,BMW,840 i xDrive
denver-co,Crystal Black Pearl,Black,Front-wheel Drive,,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,"18,620 mi.",Used,2021,Honda,Clarity Plug-In Hybrid Base
denver-co,Federation Orange,Black,Rear-wheel Drive,17-25,Gasoline,Automatic,"3.3L V-6 gasoline direct injection, DOHC, D-CVVT variable valve","56,789 mi.",Used,2019,Kia,Stinger GTS
denver-co,White,BLACK,Rear-wheel Drive,25,Gasoline,Automatic,Gas,"39,343 mi.",Used,2021,Mazda,CX-30 S
denver-co,SHADOW BLACK,EBONY AREA 51 UNIQUE CLOTH,Four-wheel Drive,21-26,Gasoline,Automatic,"EcoBoost 2L I-4 gasoline direct injection, DOHC, variable valve","7,390 mi.",Used,2023,Ford,Bronco Sport Badlands
denver-co,Anvil Clearcoat,Black,Four-wheel Drive,,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,"6,653 mi.",Used,2024,Jeep,Wrangler 4xe Rubicon
denver-co,Summit White,Jet Black,All-wheel Drive,24-29,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,"60,585 mi.",Chevrolet Certified,2019,Chevrolet,Trax LT
denver-co,Cayenne Red,Black,All-wheel Drive,25-30,Gasoline,Automatic CVT,1.6L I4 16V GDI DOHC Turbo,"75,788 mi.",Used,2012,Nissan,Juke S
denver-co,Ruby Red Metallic Tinted Clearcoat,–,Front-wheel Drive,22-34,Gasoline,Automatic,"Duratec 2.5L I-4 DOHC, iVCT variable valve control, regular unle","92,626 mi.",Used,2014,Ford,Fusion SE
denver-co,Deep Impact Blue Metallic,Charcoal Black / Red,Rear-wheel Drive,15-24,Gasoline,6-Speed Manual,5.8L V8 32V MPFI DOHC Supercharged,"48,710 mi.",Used,2013,Ford,Shelby GT500 Base
denver-co,Red,Saddle Brown,All-wheel Drive,18-27,Gasoline,6-Speed Automatic Steptronic,"3L I-6 gasoline direct injection, DOHC, variable valve control,","82,098 mi.",Used,2013,BMW,335 xDrive
denver-co,White Gold Metallic,Medium Soft Ceramic,Front-wheel Drive,43-41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,"85,574 mi.",Used,2018,Ford,Fusion Hybrid Titanium
denver-co,Black,Black,All-wheel Drive,21-29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"22,628 mi.",Used,2023,BMW,840 i xDrive
denver-co,Silver,Black,All-wheel Drive,NULL,Gasoline,6-Speed M/T,340.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,"112,000 mi.",Used,2007,Audi,S4 4.2 Avant quattro
denver-co,Silver Pearl,Black,Rear-wheel Drive,19-28,Gasoline,5-Speed Automatic,"Ecotec 2L I-4 gasoline direct injection, DOHC, variable valve co","35,492 mi.",Used,2008,Saturn,Sky Red Line
denver-co,Premium White Pearl,Gray,Front-wheel Drive,35-39,Gasoline,CVT,"1.5L I-4 variable valve control, regular unleaded, engine with 1","93,294 mi.",Used,2012,Honda,CR-Z Base
houston-tx,Pearl White Tricoat,Graphite,Front-wheel Drive,20-28,Gasoline,CVT with Xtronic,3.5L V6 DOHC 24V,"9,309 mi.",Used,2023,Nissan,Murano SV
houston-tx,Black,Brown,All-wheel Drive,11-18,Gasoline,6-Speed Automatic,6.0L W12 60V MPFI DOHC Twin Turbo,"26,552 mi.",Used,2008,Bentley,Continental Flying Spur
houston-tx,Black Metallic,Black,Rear-wheel Drive,16-24,Gasoline,6-Speed,3.5L V6 24V MPFI DOHC Supercharged,"9,264 mi.",Used,2017,Lotus,Evora 400 Base
houston-tx,Zenith Red,Red,All-wheel Drive,NULL,,1-Speed Automatic,Electric,"16,956 mi.",Used,2022,Lucid,Air Grand Touring
houston-tx,Carbon Black Metallic,Red,All-wheel Drive,13-18,Gasoline,Automatic,"4.4L V-8 gasoline direct injection, DOHC, Double VANOS variable","21,810 mi.",Used,2021,BMW,X5 M Base
houston-tx,–,–,All-wheel Drive,0-0,Gasoline,"Automatic, 6-Spd","1.5L I-3 gasoline direct injection, DOHC, VANOS variable valve c","44,010 mi.",Used,2019,BMW,i8 Roadster 2D
houston-tx,Ingot Silver Metallic,Dune,Front-wheel Drive,19-29,E85 Flex Fuel,6-Speed Automatic,3.5L V6 24V MPFI DOHC Flexible Fuel,"126,194 mi.",Used,2015,Ford,Taurus SE
houston-tx,GT Silver Metallic,Black,Rear-wheel Drive,17-23,Gasoline,7-Speed Automatic with Auto-Shift,4.0L H6 24V GDI DOHC,"4,149 mi.",Porsche Certified,2023,Porsche,718 Cayman GT4
houston-tx,Ultra White,Red,Rear-wheel Drive,16-25,Gasoline,8-Speed Automatic,5.0L V8 32V PDI DOHC,"50,568 mi.",Used,2016,Lexus,RC F Base
houston-tx,–,–,Rear-wheel Drive,,Gasoline,4-Speed Automatic,4.2L I6 24V MPFI DOHC,"85,082 mi.",Used,2005,Isuzu,Ascender LS
houston-tx,White,Tan,Rear-wheel Drive,22-28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"59,525 mi.",Used,2016,Mercedes-Benz,GLC-Class GLC 300
houston-tx,Silver Gray,Gray,Front-wheel Drive,22-27,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,"77,707 mi.",Used,2007,Honda,Element EX
houston-tx,Obsidian Black,Black,All-wheel Drive,29-28,Hybrid,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid,"65,887 mi.",Used,2019,Lexus,RX 450hL Premium
houston-tx,Ingot Silver,Charcoal Black,Front-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,"135,111 mi.",Used,2016,Ford,C-Max Energi SEL
houston-tx,Glacier White Metallic,Black,All-wheel Drive,18-28,Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,"48,008 mi.",Used,2020,Audi,S6 2.9T Premium Plus
houston-tx,Gray,–,Front-wheel Drive,0-0,Gasoline,Automatic,"1.8L I-4 DOHC, VVT-i variable valve control, regular unleaded, e","77,365 mi.",Used,2018,Toyota,Prius Prime Premium
houston-tx,Crystal White Tricoat,Jet Black with Jet Black Accents,All-wheel Drive,19-27,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, VVT variable valve con","104,164 mi.",Used,2017,Cadillac,CTS 3.6L Premium Luxury
houston-tx,Crystal White Tricoat,Jet Black w/Jet Black accents,Rear-wheel Drive,14-21,Gasoline,Automatic,"6.2L V-8 gasoline direct injection, variable valve control, inte","72,824 mi.",Used,2017,Cadillac,CTS-V Base
houston-tx,Thunder Gray ChromaFlair,Ebony/Saffron,Rear-wheel Drive,12-18,Gasoline,Automatic,"6.2L V-8 intercooled supercharger, premium unleaded, engine with","89,165 mi.",Used,2011,Cadillac,CTS-V Base
houston-tx,Luminosa Orange,Avorio (Ivory),Front-wheel Drive,24-32,Gasoline,Automatic,"1.4L I-4 MultiAir variable valve control, intercooled turbo, pre","60,697 mi.",Used,2018,FIAT,500 Pop
houston-tx,Blue,Black,All-wheel Drive,23-30,Gasoline,Manual,"1.6L I-4 gasoline direct injection, DOHC, variable valve control","82,963 mi.",Used,2014,MINI,Paceman Cooper S ALL4
houston-tx,White,Beige,Front-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,"109,224 mi.",Used,2016,Ford,Fusion Energi Titanium
houston-tx,Black,Linen,All-wheel Drive,12-19,Gasoline,8-Speed Automatic,6.0L W12 48V PDI DOHC Twin Turbo,"28,433 mi.",Used,2018,Bentley,Bentayga Onyx Edition
houston-tx,Performance Blue,Black,Front-wheel Drive,23-32,Gasoline,Manual,"EcoBoost 2L I-4 gasoline direct injection, DOHC, variable valve","85,334 mi.",Used,2014,Ford,Focus ST
houston-tx,Red,Jet Black/Medium Titanium,Front-wheel Drive,22-35,Gasoline,Automatic,"Engine, ECOTEC 1.8L Variable Valve Timing DOHC 4-cylinder sequen","127,815 mi.",Used,2016,Chevrolet,Cruze Limited LS
houston-tx,Gray,Charcoal Black,Front-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,"101,119 mi.",Used,2013,Ford,C-Max Energi SEL
houston-tx,Polar White,Black,All-wheel Drive,22-29,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,"25,054 mi.",Used,2021,Mercedes-Benz,AMG A 35 Base
houston-tx,Vik Black,Obsidian Black,All-wheel Drive,NULL,,1-Speed Automatic,Electric,"6,076 mi.",Used,2023,Genesis,GV60 Performance
houston-tx,Shadow Black,Ebony,Rear-wheel Drive,21-29,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,"35,176 mi.",Used,2021,Ford,Mustang EcoBoost
houston-tx,Black,Black,All-wheel Drive,18-25,Gasoline,A,"3L V-6 gasoline direct injection, DOHC, variable valve control,","59,060 mi.",Used,2017,Mercedes-Benz,AMG E 43 4MATIC
houston-tx,Selenite Gray Metallic,Black,All-wheel Drive,18-25,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,"67,050 mi.",Used,2017,Mercedes-Benz,AMG E 43 Base 4MATIC
houston-tx,Silver Pearl,Black,Rear-wheel Drive,20-26,Gasoline,Manual,"Ecotec 2.4L I-4 DOHC, variable valve control, regular unleaded,","118,612 mi.",Used,2007,Saturn,Sky Base 2dr Convertible
houston-tx,White,Gray,Four-wheel Drive,,Gasoline,Automatic,6.4L V8 16V MPFI OHV,"13,526 mi.",Used,2023,RAM,3500 Tradesman
houston-tx,Ingot Silver Metallic,Ebony,Front-wheel Drive,0-0,Hybrid,Automatic,2.0 L,"53,900 mi.",Used,2018,Ford,Fusion Energi SE Luxury
houston-tx,Black Raven,Light Titanium/Ebony,Rear-wheel Drive,15-24,Gasoline,Automatic,6.2L,"28,714 mi.",Used,2009,Cadillac,CTS-V Base
houston-tx,Satin Steel Metallic,Very Light Cashmere with Jet Black Accents,All-wheel Drive,21-29,Gasoline,Automatic,2.0L,"50,398 mi.",Used,2018,Cadillac,CTS 2.0L Turbo Luxury
houston-tx,Beluga,Hotspur,All-wheel Drive,0-0,Hybrid,Automatic,"2.9L V-6 gasoline direct injection, DOHC, variable valve control","1,417 mi.",Used,2023,Bentley,Flying Spur Hybrid Azure
houston-tx,Havana,Saddle,All-wheel Drive,15-24,Gasoline,Automatic,"4L V-8 gasoline direct injection, DOHC, variable valve control,","3,152 mi.",Used,2021,Bentley,Bentayga V8
houston-tx,Rose Gold,Imperial Blue,Rear-wheel Drive,10-16,Gasoline,Automatic,"6.8L V-8 variable valve control, twin turbo, premium unleaded, e","3,562 mi.",Used,2019,Bentley,Mulsanne Base
houston-tx,White Sand,Portland,All-wheel Drive,11-18,E85 Flex Fuel,Automatic,"6L W-12 DOHC, variable valve control, twin turbo, engine with 55","20,790 mi.",Used,2011,Bentley,Continental Flying Spur Base
houston-tx,Alpine White,Black,All-wheel Drive,13-18,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,"7,489 mi.",Used,2024,BMW,X5 M Competition
houston-tx,Ultra White,Red,Rear-wheel Drive,16-25,Gasoline,8-Speed Automatic,5.0L V8 32V PDI DOHC,"111,289 mi.",Used,2016,Lexus,RC F Base
houston-tx,Black,Black,Rear-wheel Drive,22-22,Gasoline,Automatic 5-Speed,3.9L V8,"30,145 mi.",Used,2002,Ford,Thunderbird Deluxe
houston-tx,Silver,Black,Four-wheel Drive,,Gasoline,4-Speed Automatic,3.7L I5 20V MPFI DOHC,"177,271 mi.",Used,2007,Hummer,H3
houston-tx,WHITE,Black,All-wheel Drive,13-18,Gasoline,Automatic,4.4L 8-Cyl Engine,"53,828 mi.",Used,2021,BMW,X5 M Base
houston-tx,Deep Black Pearl Effect,Titan Black,All-wheel Drive,22-29,Gasoline,6-Speed Automatic with Auto-Shift,1.8L I4 16V GDI DOHC Turbo,"90,295 mi.",Used,2019,Volkswagen,Golf SportWagen 1.8T S
houston-tx,Santorini Black,Acorn,Four-wheel Drive,21-27,Gasoline,Automatic,I4,"36,735 mi.",Used,2021,Land,Rover Range Rover Velar R-Dynamic S
houston-tx,Gray Metallic,Tacora Red,All-wheel Drive,22-31,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"5,999 mi.",Used,2023,BMW,M440 Gran Coupe i xDrive
houston-tx,Pueblo Gold Metallic,Pebble,Front-wheel Drive,21-29,Gasoline,6-Speed Automatic,3.0L V6 24V MPFI DOHC,"139,726 mi.",Used,2005,Ford,Five Hundred SEL
houston-tx,Audi Special Paint,Black / Gray,All-wheel Drive,18-25,Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,"7,356 mi.",Used,2024,Audi,RS 5 2.9T
houston-tx,Darkmoon Blue Metallic,Shale,Front-wheel Drive,22-32,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, VVT variable valve contr","89,996 mi.",Used,2018,Buick,Regal Sportback Preferred II
houston-tx,Black,–,Rear-wheel Drive,23-32,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,","45,275 mi.",Used,2019,Mercedes-Benz,SLC 300 Base
houston-tx,Reflex Silver Metallic,Titan Black,Front-wheel Drive,25-35,Gasoline,Automatic,1.8 L,"35,308 mi.",Used,2016,Volkswagen,Golf SportWagen TSI SE 4-Door
houston-tx,Wicked (Ruby Red Met),Ebony,Rear-wheel Drive,19-24,Gasoline,Automatic,2.4L,"12,671 mi.",Used,2009,Pontiac,Solstice
houston-tx,White Diamond Tricoat,Cashmere,Rear-wheel Drive,18-27,Gasoline,Automatic,3.6L,"26,244 mi.",Used,2007,Cadillac,CTS Base
houston-tx,Summit White,Jet Black,Four-wheel Drive,,Gasoline,6-Speed Automatic,6.6L V8 16V GDI OHV,"48,710 mi.",Used,2022,GMC,Sierra 2500 SLE
houston-tx,Black Obsidian,Graphite,Rear-wheel Drive,14-20,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,"33,252 mi.",Used,2021,INFINITI,QX80 Luxe
houston-tx,Black,Black,Front-wheel Drive,NULL,Gasoline,A/T,171.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,"283,000 mi.",Used,2010,Mazda,Tribute i Sport
